label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Others,473,46,49,52,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,432,121,47,52,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,487,131,49,64,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,452,203,56,57,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,79,32,46,51,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,131,37,50,30,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,175,27,42,15,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,226,31,80,45,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,298,126,48,52,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,299,169,59,59,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,325,208,49,67,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,348,262,53,54,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,416,220,43,59,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,195,77,46,58,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,230,107,55,53,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,120,79,62,42,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,153,101,49,42,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,152,149,50,43,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,99,176,67,61,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,86,189,47,45,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,79,210,53,60,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,130,237,58,49,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,5,150,57,47,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,3,257,49,40,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,4,234,49,29,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,37,216,33,28,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,24,196,32,29,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,237,177,53,57,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,207,259,47,45,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,274,327,62,48,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,1,306,42,42,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,2,330,25,51,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,46,325,50,49,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,0,415,52,60,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,93,426,58,57,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,240,417,53,48,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,275,446,74,37,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,352,455,68,26,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,383,392,55,49,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,411,441,52,41,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,465,429,52,52,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,496,466,39,13,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Others,507,387,29,48,FieldPos260_EDOF_RGB.tiff_01_02.png,566,483
Sickle,27,4,52,42,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Sickle,26,58,46,35,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Sickle,130,150,42,54,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Sickle,166,245,46,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Sickle,494,270,69,32,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Sickle,183,35,46,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Crystal,253,401,34,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Crystal,545,407,21,42,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Crystal,207,380,61,55,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Crystal,42,296,43,60,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,93,2,52,39,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,132,3,42,29,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,422,0,53,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,367,76,50,55,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,318,75,43,45,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,229,95,43,58,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,142,49,56,55,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,58,66,45,45,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,197,142,50,53,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,223,175,50,45,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,281,192,52,43,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,409,193,51,55,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,471,220,54,48,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,516,144,50,65,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,545,4,19,56,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,233,245,58,58,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,203,306,52,54,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,144,336,37,42,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,76,373,70,46,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,117,400,54,47,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,171,389,42,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,235,353,58,45,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,400,316,65,73,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,454,282,53,61,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,458,334,68,39,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,31,193,28,61,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,438,380,58,49,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,514,358,48,60,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Others,467,438,54,12,FieldPos260_EDOF_RGB.tiff_02_01.png,566,483
Crystal,56,260,57,70,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Crystal,137,234,50,61,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Crystal,259,361,49,57,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Crystal,84,125,52,63,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Crystal,30,33,72,40,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Sickle,466,58,57,40,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Sickle,492,28,45,37,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Sickle,1,380,38,66,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,1,329,68,49,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,247,163,45,51,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,215,26,55,57,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,96,93,74,39,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,1,1,38,61,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,35,181,49,55,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,88,184,46,57,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,131,160,46,66,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,3,274,44,50,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,152,375,74,48,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,162,428,61,25,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,307,0,62,53,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,334,43,48,49,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,349,93,51,56,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,396,77,67,57,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,402,32,51,41,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,385,17,38,43,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,487,233,50,64,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,441,412,52,39,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,319,440,50,12,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,488,97,49,54,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,491,0,48,26,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Others,498,153,40,47,FieldPos260_EDOF_RGB.tiff_02_02.png,566,483
Sickle,149,74,64,70,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Sickle,67,292,89,32,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Crystal,109,106,52,69,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Crystal,41,428,68,48,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Sickle,313,89,71,49,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,259,168,53,37,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,207,160,48,60,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,238,120,55,46,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,254,45,61,65,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,190,57,55,42,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,144,31,66,35,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,59,34,57,55,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,90,65,53,55,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,42,100,56,46,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,30,131,23,53,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,31,199,48,42,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,38,243,56,50,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Crystal,110,161,62,66,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,112,209,46,38,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,297,125,49,50,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,421,35,43,51,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,388,85,52,46,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,466,63,50,52,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,475,29,40,20,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,405,32,62,16,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,521,29,43,74,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,508,136,53,54,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,452,145,50,51,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,470,190,60,39,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,447,242,58,51,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,466,270,44,42,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,518,308,45,44,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,492,321,48,48,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,497,366,52,57,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,453,420,45,43,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,408,397,46,50,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,410,340,54,52,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,378,283,55,55,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,361,210,52,52,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,330,173,49,49,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,278,213,49,54,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,228,226,50,60,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,178,212,52,61,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,156,266,45,52,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,219,295,63,58,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,285,306,53,58,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,337,325,57,48,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,317,255,40,50,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,118,315,53,37,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,86,347,46,50,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,31,376,54,52,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,155,346,52,45,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,86,396,55,44,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,93,430,57,46,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,158,425,49,43,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,144,400,51,41,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,243,357,71,61,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,232,389,38,42,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,303,408,59,60,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,334,433,56,46,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,244,438,48,44,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Others,195,454,42,28,FieldPos261_EDOF_RGB.tiff_01_01.png,566,483
Sickle,245,82,73,30,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,352,258,50,61,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,332,370,92,47,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,1,278,71,37,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,3,434,48,42,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,390,330,55,33,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,113,375,53,44,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,490,192,44,59,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,404,240,46,69,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,138,428,34,52,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,88,33,67,25,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Crystal,295,155,72,40,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,106,87,58,52,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,173,173,65,40,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,187,119,57,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,184,34,58,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,2,124,56,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,20,30,50,42,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,400,105,56,62,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,366,69,56,58,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,424,58,49,53,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,469,42,58,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,291,37,49,45,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,260,115,48,49,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,82,75,55,44,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,2,54,16,45,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,5,175,42,56,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,3,200,55,50,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,85,240,53,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,108,207,55,33,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,144,232,48,59,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,208,292,47,54,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,62,243,49,59,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,95,328,41,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,138,296,58,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,175,374,58,75,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,11,364,41,44,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,3,401,37,44,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,45,393,61,59,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,80,421,61,58,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,269,416,63,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,258,218,45,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,235,171,55,35,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,367,148,42,46,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,346,125,42,40,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,319,203,48,50,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,299,197,42,39,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,472,340,69,79,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,487,280,48,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,446,177,49,63,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,393,186,46,46,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,260,275,51,49,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,291,303,51,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,300,362,54,45,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,360,306,47,26,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,337,333,48,48,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,399,430,46,51,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,450,422,54,47,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,480,438,58,44,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,306,466,51,17,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Others,441,331,97,79,FieldPos261_EDOF_RGB.tiff_01_02.png,566,483
Sickle,41,272,77,59,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Sickle,186,325,69,53,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Sickle,370,106,97,24,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Sickle,506,146,31,82,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Sickle,224,12,78,41,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Sickle,462,407,62,46,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Crystal,330,19,65,60,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,63,85,59,55,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,130,98,58,50,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,158,125,54,40,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,227,123,51,48,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,198,58,39,48,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,171,2,52,38,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,148,9,52,53,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,31,10,33,45,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,31,0,13,25,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,99,155,58,57,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,162,156,45,50,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,242,192,49,52,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,328,149,52,51,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,331,203,58,55,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,399,231,58,57,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,521,245,45,53,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,543,150,21,55,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,513,35,51,58,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,525,3,42,28,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,453,14,62,69,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,420,62,49,41,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,454,62,62,85,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,450,144,43,45,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,387,3,38,46,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,261,13,58,54,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,31,58,18,32,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,31,229,21,48,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,49,229,41,57,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,134,221,60,54,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,221,269,49,65,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,295,274,62,41,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,368,299,58,49,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,273,65,35,56,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,301,59,43,48,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,321,73,40,57,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,538,354,26,57,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,477,377,57,40,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,427,391,53,58,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,369,394,50,56,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,281,317,58,52,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,261,375,52,46,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,321,382,46,66,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,273,431,53,20,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,128,359,45,48,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,31,302,35,54,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,32,359,39,53,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,84,359,42,55,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,85,421,53,33,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,551,418,13,32,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Others,545,82,17,40,FieldPos261_EDOF_RGB.tiff_02_01.png,566,483
Crystal,122,37,42,68,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Sickle,57,95,30,89,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Crystal,241,375,50,54,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Crystal,375,356,57,68,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Crystal,144,259,46,60,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Crystal,97,308,44,66,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Crystal,245,431,80,21,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Sickle,456,0,54,36,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Sickle,521,345,17,74,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,265,136,46,42,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,260,209,55,42,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,213,219,49,52,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,175,158,51,38,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,152,81,58,49,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,180,3,53,42,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,96,3,44,43,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,34,15,42,42,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,0,5,21,29,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,0,79,27,35,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,13,107,39,43,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,52,128,60,37,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,81,80,52,50,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,132,118,33,34,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,227,61,67,77,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,320,101,57,60,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,375,90,53,56,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,406,108,50,54,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,412,156,45,47,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,292,31,53,48,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,304,1,59,27,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,430,0,36,59,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,461,30,56,47,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,485,0,53,23,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,506,62,33,53,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,524,169,14,49,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,486,180,37,49,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,458,203,50,50,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,444,246,46,40,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,472,282,58,52,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,438,346,48,42,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,375,276,58,47,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,375,306,58,51,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,280,279,64,65,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
Others,224,310,52,50,FieldPos261_EDOF_RGB.tiff_02_02.png,566,483
